MOVIE_ID,THREE,FOUR,FIVE
33139,0,0,1
31087,4,22,44
39173,8,40,16
35195,8,22,56
1163,0,0,35
76419,133,212,291
52505,33,60,69
16706,9,15,45
12515,2,15,92
13197,2,0,0
75106,20,40,140
52491,33,126,165
39868,0,2,0
19511,27,180,576
49622,0,1,0
77931,37,93,117
50137,0,0,1
38011,0,2,9
20966,14,35,184
30901,3,11,8
510,4,0,4
62922,0,0,2
81676,0,0,1
39293,0,3,3
52060,2,0,3
16065,30,54,12
63635,2,4,0
38648,7,20,44
22632,1,1,1
69815,0,6,10
47099,0,9,33
77315,0,3,6
36813,32,36,32
33499,15,54,126
58804,2,8,38
8659,0,0,1
25031,3,17,60
56737,24,9,15
82990,4,12,64
73777,0,0,4
926,3,15,78
19764,0,2,0
22564,3,3,0
81313,24,81,249
36871,0,0,1
72776,2,7,38
62777,1,2,5
68350,0,0,1
69864,38,138,912
18273,9,63,146
27081,33,54,87
3034,8,8,0
9519,9,14,7
69861,19,69,456
34678,1,2,10
19410,0,3,14
22070,12,32,144
48054,72,132,744
21380,2,0,1
13028,25,45,65
58508,1,7,30
67961,9,57,72
1878,40,76,357
60984,0,2,1
71422,0,4,4
33047,2,2,3
75552,2,14,34
53394,4,48,120
54946,70,80,150
81844,14,44,248
26836,70,83,98
53935,0,0,4
42905,36,18,162
82918,0,0,1
21149,0,12,12
43464,4,3,4
73239,2,4,11
60312,24,64,192
10203,0,0,2
57336,4,2,0
8867,0,3,6
58851,17,42,206
19827,62,58,66
53620,2,2,4
48059,17,26,53
8553,40,93,212
15216,0,0,1
5020,61,112,148
24425,20,70,120
37520,8,9,82
10201,0,1,0
3878,6,26,72
12225,8,40,268
40492,0,2,0
61561,4,0,0
71283,2,1,0
63297,0,0,6
41785,40,36,24
20566,1,2,0
45446,93,243,228
71085,12,84,102
18378,26,32,62
69413,7,4,1
75600,13,47,288
55680,60,192,220
28934,3,1,4
6524,8,12,18
16313,10,0,10
40569,6,26,18
56656,92,142,471
26170,64,78,98
3056,40,130,140
81758,364,576,1512
58638,14,34,31
77977,1,2,0
19676,12,16,16
38286,1,0,1
82985,0,0,1
81326,2,0,2
93,12,27,202
35569,0,0,12
20247,8,36,100
21102,6,3,15
84347,180,760,1710
46755,0,6,6
46477,0,0,2
71167,8,6,10
55519,0,1,0
67847,1,6,26
53700,15,115,100
28656,9,9,0
30450,7,7,9
40909,63,93,84
48557,0,0,5
10411,12,42,48
68461,2,2,28
47450,0,0,3
49983,48,48,24
54926,0,0,4
60597,12,12,12
29354,0,1,1
83105,0,2,4
59779,0,1,3
63973,0,0,1
36025,0,0,1
79886,10,26,15
41400,106,212,1000
4660,1,14,1
16996,2,5,28
15778,96,180,248
12562,1,5,30
1816,0,14,4
40884,1,2,1
3212,0,1,1
15595,10,160,250
32981,1,0,11
47386,0,5,24
64489,0,1,8
10954,15,21,18
84663,0,3,1
63935,1,0,0
14685,8,48,108
37312,0,0,2
55825,2,4,4
51819,0,4,4
32223,35,70,90
22849,0,6,3
46385,1,3,9
46840,0,1,0
41510,0,4,4
53516,2,2,2
35064,3,3,1
2672,2,0,6
67400,69,131,214
51457,35,145,183
7333,20,20,40
64461,207,279,234
26545,2,22,40
31521,145,318,293
15388,6,13,138
64915,9,54,111
79873,10,56,197
34555,30,14,22
82594,0,5,5
8714,80,256,1122
5423,1,1,1
50144,16,88,256
26757,0,8,4
8075,0,2,3
12798,0,5,5
10491,55,40,86
53849,5,4,4
52914,2,0,4
71039,0,6,12
56379,1,7,65
16820,4,0,10
38514,0,0,1
38539,0,20,24
59700,110,270,390
75380,2,3,2
37763,6,0,12
10037,0,0,3
69911,28,140,408
78618,0,0,1
19533,0,3,12
19013,0,1,2
34846,6,16,12
50235,32,20,20
60477,2,2,2
33003,0,0,6
24665,2,10,76
84764,0,2,2
35841,3,12,42
54076,1,0,0
84698,1,0,3
54780,11,47,426
26316,0,6,27
48908,0,3,2
73337,15,75,87
8896,12,7,6
17439,0,0,4
8903,0,3,0
64626,1,4,4
78146,12,14,56
63080,24,46,76
54168,189,504,1116
53198,10,15,50
77562,156,168,148
59476,3,6,25
42724,7,9,30
64675,8,12,4
78139,6,48,105
70410,20,45,55
35110,5,55,160
5532,34,90,205
64960,2,5,4
82747,9,10,42
5472,4,5,37
68528,8,16,117
365,133,197,275
32908,0,2,4
30035,3,3,3
78277,8,16,2
44348,5,6,40
71824,4,18,154
76279,0,7,24
5261,2,7,6
25230,0,0,1
46656,2,6,2
49011,5,3,1
62785,4,9,12
76713,0,4,8
10131,0,0,4
30875,4,0,0
73299,15,110,325
78247,0,2,0
60532,0,2,8
23590,0,16,60
64397,150,330,2710
15852,111,248,323
41653,18,55,72
52616,8,2,2
13697,102,111,150
28331,10,35,125
5938,90,270,500
3615,1,2,1
16243,22,52,295
3634,0,6,10
72243,0,0,1
50393,3,2,21
82473,0,0,8
55286,32,36,40
13433,0,1,8
57833,2,7,59
52741,126,408,1328
28400,30,228,1254
40687,5,17,32
71803,1,3,19
58545,0,0,1
33419,0,1,0
36080,0,1,5
59834,0,0,4
25626,0,2,12
1920,0,2,0
54021,9,12,6
61261,0,0,3
57580,6,26,4
51864,1,0,0
82782,27,72,236
82171,49,350,434
23437,4,8,16
39281,4,19,59
65483,2,1,15
12673,1,3,0
75054,0,0,6
30682,12,15,12
70827,0,0,1
34017,6,14,10
79752,0,0,2
27254,2,0,0
26368,0,2,4
70339,2,2,8
76477,0,2,12
75411,18,72,186
45565,4,2,54
43980,1,0,1
12522,64,125,221
21955,0,1,2
12728,0,3,9
11624,0,3,12
31422,8,10,35
81645,7,3,4
64585,5,8,81
75029,14,44,212
62910,28,28,52
69436,30,40,45
54262,9,29,109
54261,9,29,109
30114,9,26,50
50576,48,66,102
50577,8,11,17
63545,0,0,2
65783,16,18,22
25860,6,10,34
50572,18,52,190
3382,46,98,330
73576,15,25,165
52298,0,1,0
41287,10,10,19
42726,7,9,30
42725,7,9,30
1362,0,26,98
23869,0,1,2
11047,6,6,4
28844,8,34,40
54203,0,2,0
82644,2,0,0
26207,2,2,2
30907,1,0,4
59145,24,76,318
40662,1,4,5
59170,40,45,80
35611,2,5,7
45572,0,1,2
57367,3,6,33
67417,8,39,74
56389,0,1,3
80593,0,2,12
66489,1,28,85
38136,4,0,2
32184,0,1,3
5030,33,66,123
1054,8,34,125
1050,8,34,125
28313,36,28,48
82789,0,2,10
44714,15,165,475
75248,28,56,80
55705,9,6,2
55706,9,6,2
25118,1,1,0
19170,70,96,130
73251,0,0,4
51984,4,8,14
65781,4,1,0
31796,3,4,2
61456,25,96,233
22427,12,8,16
1557,1,1,3
36414,62,135,593
41303,0,0,2
77250,2,1,11
17235,0,0,15
64567,0,2,0
16997,0,4,11
64950,1,3,1
1452,3,2,2
16306,90,49,34
73859,0,0,1
53907,2,0,1
70657,1,8,16
31915,10,110,315
2791,0,1,0
84626,4,12,12
18633,2,2,2
76647,0,74,276
54055,40,30,40
49668,6,18,48
59308,0,1,0
43944,3,3,16
21651,0,3,37
6842,0,0,1
29226,42,84,98
23162,5,11,104
45093,17,40,58
64077,6,0,0
48600,0,6,30
40630,8,38,176
43743,0,18,114
76548,2,15,25
77341,2,4,7
68245,15,43,135
5408,0,0,1
15242,3,0,2
548,1,1,0
20322,0,4,5
57778,6,15,0
14330,15,24,21
59763,0,1,2
5746,1,1,5
58712,360,1020,2772
81299,0,12,9
13852,22,37,44
63073,0,0,3
34998,1,0,8
84937,0,0,2
17866,36,84,172
79357,2,1,29
70380,6,26,14
78728,0,7,18
22369,2,12,38
42251,1,3,9
18419,0,0,2
23199,1,8,11
48645,18,117,135
46403,35,126,238
1062,6,9,12
51176,30,260,200
63597,72,171,216
38639,53,136,298
16761,21,42,273
17387,40,270,220
72327,5,12,14
47266,6,3,2
14719,56,93,133
69012,10,15,30
51887,70,270,790
20258,0,1,0
70311,9,16,36
82335,0,2,0
54061,50,130,220
73755,115,215,565
68692,27,150,260
68645,90,230,180
66541,2,26,60
14464,1,0,0
73523,0,2,0
69758,0,7,21
74581,0,5,7
74368,1,0,0
69615,17,77,172
21490,0,1,9
82144,9,0,0
2908,0,1,4
83097,0,0,2
69594,33,205,516
49784,18,36,36
67494,31,44,46
76946,0,1,1
51198,144,288,864
74135,5,28,59
14167,0,3,2
147,112,343,966
70939,32,184,440
70243,0,3,3
42990,0,30,40
28391,24,162,444
48509,0,6,31
25933,1,4,4
43608,2,0,2
22035,8,0,6
81463,0,0,2
4242,0,2,29
53661,2,0,2
40828,44,84,400
12595,71,204,805
43573,26,16,12
65795,3,0,1
68888,7,26,318
68123,185,386,827
36876,72,64,55
20642,6,3,22
68485,6,2,16
58584,0,0,2
37346,0,0,3
59185,12,2,0
47276,0,1,1
15173,110,300,460
34081,4,16,280
5331,56,80,96
68176,9,12,12
53952,1,3,1
41031,11,13,25
40370,16,44,32
39936,2,0,0
55837,3,1,1
10124,2,2,6
66057,0,4,0
46049,12,60,52
63896,54,96,111
32581,16,26,50
59187,36,180,1053
37139,24,24,70
34535,81,191,282
47708,14,94,483
68717,26,46,46
12319,16,88,252
11035,0,0,2
36207,230,492,1107
23233,0,0,1
41095,10,105,180
30510,2,8,4
20224,2,1,1
48863,1,1,2
37482,2,0,4
50715,6,12,45
56902,8,6,4
69997,186,301,313
37599,9,24,39
14749,0,1,3
24905,2,13,73
16666,0,4,0
15748,1,1,4
63006,42,33,39
14656,192,306,414
43406,0,0,2
79512,1,2,2
74052,0,6,3
25658,0,1,0
28423,24,6,102
59206,6,33,27
61034,1,0,0
4869,0,0,1
81897,0,0,3
16161,2,2,30
69243,9,29,80
45713,1,3,2
55118,21,58,43
41260,8,0,4
74259,0,15,35
13211,2,3,3
24398,6,20,55
899,272,559,878
20993,0,0,3
73217,0,1,2
38315,2,2,2
61853,0,0,2
25253,5,2,74
80027,1,2,3
29144,20,260,550
39756,0,15,21
3108,77,112,224
61994,3,3,3
65770,4,12,20
65798,1,1,1
67864,2,6,14
47464,4,10,18
80856,0,3,0
85002,54,81,56
83547,0,12,0
59723,0,90,240
79403,54,84,330
65941,0,4,17
49763,0,3,2
22755,2,9,65
2931,2,6,16
70280,5,94,248
48186,6,21,3
62696,75,35,35
1532,9,16,13
50658,5,8,7
58060,25,50,25
70005,2,1,0
3339,26,123,460
38800,0,0,4
79980,2,0,6
74672,1,2,84
9176,0,6,8
53635,1,0,0
48898,0,0,5
26432,0,2,1
25465,24,34,47
83832,2,0,0
72782,2,15,24
65269,1,5,9
80380,4,4,12
65261,0,0,4
74393,4,8,5
37064,10,20,62
76068,64,208,577
44065,156,282,536
16798,0,0,1
72033,2,4,1
5516,4,0,0
53461,208,224,440
80616,0,4,6
37329,20,14,14
28440,0,7,6
43889,2,0,4
54143,3,15,83
78502,1,6,9
4983,0,0,1
83343,0,0,2
43623,8,24,52
42964,4,18,98
38556,47,103,596
81771,10,42,196
70720,56,101,72
6392,0,1,0
68445,0,0,8
80237,6,6,6
71666,1,3,1
37759,5,16,29
719,4,20,56
42131,14,16,134
47493,0,3,9
10492,1,3,1
21392,0,0,1
12181,0,0,6
22163,0,2,0
3329,0,0,2
38983,2,0,0
83203,4,8,20
12998,0,3,3
37567,2,0,5
54088,4,0,0
5786,0,0,1
38768,0,0,1
5992,3,1,3
57286,6,48,156
67917,4,12,44
49356,4,8,8
80102,1,0,0
54228,0,0,3
58967,1,2,2
76661,2,1,4
21700,18,52,118
83364,6,4,4
53230,0,2,0
4463,1,0,0
83764,0,0,1
57257,38,122,354
20714,0,1,3
48942,1,1,2
64829,0,12,4
84215,0,1,0
66206,0,0,6
61599,8,76,356
27564,2,2,4
32659,3,3,3
65826,0,9,13
34703,30,105,360
52072,2,10,33
52070,2,10,33
78116,4,1,2
43537,16,12,20
68708,8,96,344
85074,32,108,278
15583,0,0,2
4915,0,0,2
52450,4,0,0
50777,3,3,0
11062,10,20,150
62091,3,3,22
31587,10,20,10
75988,74,159,378
5128,2,3,14
7168,250,350,170
17436,33,117,525
57046,0,3,12
63729,0,3,9
44654,0,0,5
66329,12,18,12
35469,0,0,7
858,11,69,278
50349,2,3,12
43096,0,2,2
18787,12,54,222
9370,0,1,2
35330,9,8,5
71936,6,2,16
69295,100,116,102
17534,17,45,26
52637,0,0,2
51468,2,9,4
2545,0,0,3
8963,41,120,288
75519,90,350,1190
33154,1,7,2
65587,0,4,2
2540,0,0,6
14157,2,0,0
45254,6,9,6
15252,7,27,21
36260,2,1,3
51315,0,0,12
71774,8,24,48
32531,8,13,53
28245,0,2,30
3890,32,83,480
17882,4,48,52
45756,1,1,5
2912,35,21,77
74227,1,2,8
13566,12,6,21
13162,11,37,39
74993,35,25,40
59387,0,10,10
15679,9,18,42
15487,15,45,66
18279,2,0,2
47878,1,9,43
84138,0,0,1
57311,20,170,1650
63071,3,0,3
35927,0,0,22
3377,179,322,848
60489,18,86,56
44338,2,2,0
31385,1,4,2
8096,18,0,18
34754,95,247,1388
81877,6,10,20
8053,2,10,28
35438,0,0,2
31941,1,0,0
72419,12,0,3
48758,14,70,22
11702,2,0,0
21093,84,108,108
56101,6,6,18
5661,6,0,5
43520,180,288,648
78307,140,200,2690
35373,2,1,1
49292,7,59,90
62536,10,35,195
34710,8,26,68
21213,0,1,0
28108,0,3,0
25386,0,2,3
83166,2,1,16
11419,0,1,0
8717,0,1,0
56183,0,0,24
37785,42,43,31
45201,42,38,78
32915,1,5,8
76456,1,2,2
61548,0,4,8
10729,0,3,2
37883,28,52,170
35350,22,50,59
67148,1,1,6
23015,2,0,10
62574,0,1,2
14426,2,10,10
4094,0,3,5
11498,3,1,2
13359,4,3,2
30935,0,2,4
67597,28,70,58
4786,0,100,54
9040,3,0,0
9064,2,4,6
21871,20,20,0
17181,14,34,114
48168,2,2,4
70740,0,2,4
29845,2,26,12
6029,4,4,24
46428,0,2,2
26959,16,48,56
67221,124,128,140
1535,1,4,4
6227,0,2,0
81260,1,0,6
53536,4,0,6
81267,2,9,15
84825,4,16,6
49468,2,10,16
65449,1,0,0
48607,0,1,2
18109,30,90,40
21917,2,0,0
44846,0,0,1
75146,0,0,2
38379,84,132,528
10466,6,8,70
77319,6,36,60
61871,5,9,5
51729,0,3,3
74647,0,8,47
53357,5,5,10
65787,7,4,29
6941,0,1,1
84613,0,0,10
24889,0,2,0
72834,0,20,40
19892,1,0,0
5057,0,3,3
4052,2,1,2
22296,6,12,6
68753,1,7,29
30442,90,96,78
50854,0,3,25
74638,0,7,9
8386,6,4,16
1820,45,130,230
72551,36,18,32
27044,21,98,322
38243,3,3,67
81056,0,0,1
12871,20,110,165
48454,2,0,0
49143,30,105,370
25473,222,262,343
44408,12,0,16
4990,56,186,796
54904,10,60,200
78135,0,2,0
75400,13,35,77
54286,9,30,78
17711,12,16,90
13931,2,6,6
34067,14,19,20
23058,10,4,14
39471,5,15,95
26514,2,6,9
37892,2,7,38
45339,0,12,66
64876,0,0,3
13001,0,0,1
66174,5,22,97
60018,60,70,313
28250,3,12,33
12012,1,1,1
1098,48,160,1067
54454,1,1,3
84003,4,0,0
69513,8,24,16
13983,2,19,103
60764,0,3,3
81668,1,5,14
69046,0,4,5
32833,0,2,34
29545,18,48,126
76563,10,65,125
41265,20,84,96
79099,0,0,2
10888,16,24,12
54258,97,221,504
36310,26,18,6
63596,12,42,138
56557,10,12,12
65054,2,2,10
8758,2,0,1
8368,0,0,7
57753,10,10,3
8098,0,12,21
4856,0,0,5
39985,18,52,166
56533,0,1,3
64777,16,36,12
22776,2,0,6
40106,4,6,7
39419,0,0,2
18404,0,4,4
49398,0,2,6
26255,9,0,0
23064,0,0,2
29494,5,5,24
35162,4,0,2
27275,28,68,460
67671,2,6,18
12599,8,26,109
20628,26,106,154
29986,20,20,42
69681,32,96,152
9715,12,36,72
66428,25,57,75
75872,3,12,3
41150,0,4,10
28356,0,0,2
25711,12,8,2
6998,0,10,22
72186,18,9,108
21410,108,306,216
17219,21,3,6
34390,18,78,78
48358,81,141,317
80019,5,12,11
32232,53,90,113
63573,44,56,52
55201,70,170,390
40959,2,6,32
70062,0,4,21
20968,14,35,184
33835,37,82,183
78047,3,3,22
74182,0,32,17
33239,0,0,10
6034,3,9,12
10292,0,0,1
6527,2,0,2
57915,4,2,5
75938,0,2,2
13410,2,2,8
31374,2,4,30
83231,5,19,57
39802,0,2,4
80141,208,664,2044
23315,16,0,8
57805,1,4,24
1685,2,16,44
51685,32,100,1056
63413,0,3,15
67973,5,14,14
57859,9,9,6
17609,0,1,6
17832,15,34,142
9629,2,2,2
48305,64,180,460
13294,81,162,1017
22001,1,0,0
16656,11,15,43
58444,2,4,15
4595,0,0,12
59092,2,0,0
72052,19,34,221
7950,2,14,35
30053,3,15,3
39082,0,0,1
23871,27,10,0
83787,176,306,348
45512,0,2,0
6656,0,3,18
43402,1,1,8
3216,2,8,8
63657,0,20,5
47039,0,6,2
54015,3,1,0
9728,0,0,8
18761,0,1,0
10255,2,0,2
46710,2,5,39
8706,4,4,12
34333,12,18,114
70040,18,27,171
53708,3,0,0
56426,23,63,108
67840,3,6,33
26899,160,220,190
55666,4,0,4
30630,0,0,3
61984,3,4,0
59737,2,10,10
41570,1,2,1
22386,2,1,2
15764,14,12,22
39675,6,27,36
23935,16,0,16
45935,2,12,4
37623,0,2,2
53791,3,18,42
47432,4,0,2
68880,16,60,28
75312,0,0,2
28394,0,1,2
36137,0,0,1
22002,0,0,1
28389,6,9,15
58872,0,3,4
64075,0,1,1
47254,22,72,218
45326,51,202,722
13729,4,14,30
18881,90,300,1785
8005,10,30,110
7524,0,1,3
52424,0,0,5
66540,0,12,8
16488,2,8,12
33319,0,2,0
10573,63,261,783
2913,10,6,22
75373,3,7,15
71270,124,258,438
69501,1,4,12
67827,2,18,27
169,21,98,189
38489,8,16,8
64048,3,6,3
61640,0,0,1
7733,70,266,917
41013,0,0,2
77026,0,1,1
37172,0,4,6
3437,12,68,25
52234,1,3,3
1902,0,2,0
78532,266,406,287
8329,0,2,1
68561,1,6,47
65351,32,65,86
1000,0,3,2
77653,1,1,6
79787,1,12,35
3482,0,0,2
78766,3,0,0
72574,90,70,33
53082,83,87,141
49719,8,4,12
30555,0,8,0
25502,1,2,5
76957,1,2,7
75,2,3,3
31658,4,20,12
68579,60,96,78
35725,10,38,104
4359,3,6,12
80944,3,3,8
14826,10,28,21
50799,0,0,4
16604,2,0,12
52441,0,0,6
79855,16,48,69
78935,0,3,6
23075,0,8,6
44543,216,381,579
41563,0,0,3
26704,0,0,6
74108,42,158,714
74298,8,35,230
70316,9,39,102
59626,54,261,1683
75804,1,0,0
21123,0,1,0
70193,0,0,1
26871,0,0,6
70074,15,49,188
32926,1,3,7
50185,12,20,88
15667,9,18,54
49923,4,12,19
22875,1,1,2
28105,1,0,0
55339,4,0,6
71119,0,0,48
67060,1,8,36
56523,6,18,30
72527,4,28,89
55257,0,3,3
44697,64,93,109
80282,38,61,62
38829,2,0,0
2224,0,2,18
64151,1,0,2
10415,2,0,0
3453,36,30,27
39588,24,16,40
44276,2,14,8
69533,2,0,0
56923,0,1,0
68340,0,0,6
51853,4,3,5
84252,12,48,54
61012,0,2,0
53101,12,30,19
72451,18,11,27
19912,0,1,0
61510,0,16,72
59743,0,16,4
43223,1,2,27
23789,100,310,436
68524,0,6,11
5221,52,65,136
8371,0,5,80
36343,0,1,1
43821,14,7,0
40578,4,0,2
56348,39,35,41
57591,4,8,41
30558,30,100,340
69480,88,210,236
31705,5,1,0
4089,0,0,6
67072,1,0,0
73991,3,2,4
1479,0,0,1
49954,2,4,4
71487,9,17,87
84569,2,0,0
78165,0,1,1
4598,14,13,28
39444,2,1,2
76556,2,6,6
46992,0,2,3
61483,0,3,4
57037,1,2,12
44843,9,6,21
17443,8,24,98
33366,0,1,1
76765,0,2,6
3480,252,210,189
66191,0,1,1
70505,6,6,24
39920,28,20,18
79766,3,3,1
38542,2,4,6
11192,2,8,26
57274,29,63,139
76141,4,5,71
67954,162,504,2520
1307,28,21,49
34525,308,525,371
1804,3,0,2
32901,6,24,154
9070,1,6,1
27344,3,3,2
50575,4,2,6
51940,2,1,0
79441,1,11,34
46770,65,134,561
11704,2,11,18
45675,39,107,908
46245,1,1,0
13467,8,0,14
5845,11,22,30
54449,0,0,1
80035,8,8,22
74549,7,17,23
70349,36,12,0
3219,0,4,3
15030,36,51,61
71249,6,17,52
52040,0,7,14
17835,1,1,11
52682,4,14,13
16573,0,0,2
39659,0,30,96
41281,0,0,1
53522,3,3,0
36022,8,0,0
50395,465,810,1555
77217,4,7,22
81380,1,19,48
15930,4,0,0
36628,5,5,0
60658,56,152,288
78273,1,0,1
7283,0,0,1
23729,2,0,0
15292,6,22,91
58340,0,12,6
60755,14,105,721
55690,0,0,2
76674,80,160,360
33065,2,10,16
46234,24,54,513
57184,15,6,192
40340,40,95,100
65201,8,12,10
29761,50,210,669
67086,12,108,396
20141,0,0,2
33897,0,2,2
67128,31,29,19
42070,4,4,3
82389,16,14,26
21040,1,0,0
69153,1,3,1
13565,18,12,12
1969,3,0,7
70279,0,6,20
83423,0,0,6
69957,2,4,4
69375,0,3,0
76269,0,12,58
60628,2,0,0
8459,5,11,60
49134,5,50,365
5321,2,6,7
79966,4,4,4
42400,1,0,0
64307,10,35,75
33305,0,2,2
3846,1,0,0
68386,0,1,1
39719,6,15,27
17970,8,6,14
35819,0,2,0
6642,19,45,225
79740,1,1,4
39622,0,0,4
51271,12,102,198
60677,0,0,2
84695,1,1,2
62728,91,268,2045
26969,0,0,4
55524,1,1,15
5628,0,0,1
66629,45,165,260
50729,17,6,9
36754,7,7,21
15940,0,3,0
52702,6,4,8
22794,19,33,85
72532,20,31,32
5037,2,0,4
39941,1,2,6
29835,9,42,96
75630,21,63,177
19771,3,2,2
22674,2,4,2
66173,30,132,582
39184,1,0,1
14766,0,0,1
4109,0,0,1
3383,2,3,0
52753,1,3,4
75367,1,3,1
82384,0,1,4
26801,8,12,36
62397,0,3,0
69439,2,1,0
10858,0,56,105
70225,4,10,88
66750,6,18,24
8439,0,0,1
49631,0,20,35
37047,0,0,3
26609,0,5,64
47059,1,1,0
28828,6,0,0
12218,15,66,72
7146,20,10,70
76932,1,5,32
51196,0,1,3
29400,426,792,1644
50212,0,2,3
35577,0,0,2
42556,0,0,2
64089,747,1116,1107
33209,7,30,45
36652,0,1,13
57609,0,2,3
70075,3,20,71
69128,20,111,340
2989,12,17,62
40381,8,4,8
7002,0,4,2
1195,2,6,20
19172,2,2,0
76688,2,2,2
69065,4,28,26
40872,0,4,4
36658,15,18,35
48038,4,3,2
23927,0,2,14
13715,0,0,4
84664,0,3,1
77787,2,4,0
59443,25,60,480
61900,1,0,0
57075,0,0,10
42188,119,623,1531
52193,10,4,10
24668,0,0,2
43851,0,0,1
37941,0,0,4
1286,0,2,11
32370,0,6,60
36762,63,112,91
66548,1,2,3
12520,0,3,1
2317,0,2,4
4397,6,0,15
37145,2,8,20
1458,2,0,1
9128,4,0,2
29536,8,12,16
13274,9,14,65
17794,1,0,1
79280,15,18,6
64112,12,12,12
31089,0,2,0
25132,0,1,0
39446,0,0,1
58315,112,312,648
34046,2,6,0
47193,10,24,112
58597,0,3,0
14273,36,93,171
58265,1,2,2
30108,51,131,250
188,76,102,402
37462,77,245,1701
7666,14,33,31
6748,16,60,378
70186,17,77,335
60322,110,170,60
48213,0,4,0
52273,0,10,11
24016,6,4,14
84210,1,0,1
61989,15,45,132
6445,0,0,2
34380,24,64,288
24012,0,2,3
37878,30,85,500
52848,4,0,2
61017,1,1,2
57200,0,4,10
65591,0,2,4
27688,0,16,50
25962,7,14,0
76347,138,246,371
77070,0,0,2
52626,0,1,5
9684,0,0,2
81558,6,18,48
17116,29,43,47
64214,6,4,0
47924,3,0,0
49508,100,171,399
42619,4,0,10
72338,0,8,4
54427,0,0,2
14085,0,0,1
70391,51,92,264
23292,434,693,525
961,1,1,7
41952,1,2,0
29145,12,156,330
76306,0,0,2
35452,23,96,169
26881,4,14,37
16463,35,58,89
39091,1,5,14
26884,0,8,8
70670,0,40,100
81685,4,16,28
4019,5,10,5
24069,0,2,0
38722,3,2,0
33132,0,0,12
65876,0,6,1
67053,1,2,10
63229,50,74,138
17117,29,43,47
68499,4,17,62
76775,4,14,22
67112,2,16,48
23014,6,2,0
50326,0,0,6
6411,13,15,42
39347,16,53,132
8687,5,6,4
61594,21,63,120
85059,94,106,168
26516,8,12,136
4107,0,1,6
32163,1,1,11
27378,3,3,0
42415,4,4,26
62513,0,1,0
10490,4,4,20
77304,3,0,3
19889,0,0,2
12569,24,16,38
765,56,96,131
10772,0,0,2
17671,0,1,0
62852,2,2,18
3879,9,39,108
59121,0,0,4
49743,1,0,0
6225,9,72,598
81928,3,6,12
33324,0,1,4
45570,0,2,4
2774,2,0,0
53785,0,2,70
73327,12,38,91
5636,6,3,18
14759,0,0,5
8237,1,4,3
72284,76,102,262
64809,2,0,2
76657,0,0,2
51427,30,54,66
7888,6,29,165
84557,1,0,3
78065,45,65,205
22431,6,3,6
26362,0,3,3
80186,32,76,312
26765,120,393,1386
11819,1,7,4
75643,1,2,0
10237,12,19,27
34664,0,1,1
66397,0,6,4
57836,1,0,0
67151,69,81,351
11936,30,74,252
1332,0,0,6
14388,20,44,38
38042,58,72,95
26620,0,1,6
35207,2,8,71
4324,0,0,2
34315,9,0,3
20876,0,0,7
59745,3,0,3
7906,6,8,28
63795,174,618,1596
66701,1,3,6
75514,0,0,2
21930,0,0,1
7497,36,25,51
70234,0,0,1
10987,88,200,456
57455,0,0,2
5901,0,0,1
2305,10,80,60
72270,0,12,12
83175,1,1,0
6570,2,0,0
20808,12,10,10
19169,1,0,0
71108,35,68,80
19022,0,0,2
23413,0,0,1
60119,95,115,280
70202,11,37,101
7293,2,2,7
77004,0,1,1
35077,0,4,4
36130,2,4,10
27382,0,1,0
68869,3,0,6
26183,2,1,5
9461,2,0,4
31432,0,4,2
35067,1,1,2
26184,2,6,5
4244,42,86,144
61944,96,186,156
71769,0,0,11
68348,0,2,10
55669,2,6,8
74512,1,8,8
17200,4,14,97
29929,21,78,105
22342,6,27,15
49747,1,1,0
63860,2,2,4
12942,0,0,4
13532,0,7,38
61526,14,58,96
36092,2,0,1
30676,0,0,1
83361,10,25,30
49127,0,3,0
21513,0,2,4
56760,2,4,4
28756,9,3,4
32488,0,1,0
76965,1,5,12
32323,0,2,6
69053,4,4,0
31643,0,4,16
33506,90,324,1014
1599,6,14,22
60065,5,21,37
52634,4,4,19
58739,0,4,0
49966,23,44,142
47710,0,8,12
48862,3,0,3
78567,1,0,4
5713,10,25,10
34800,12,9,12
82871,0,0,1
65915,72,315,1604
79238,25,85,190
6274,6,18,39
21278,0,6,6
54571,6,12,6
8670,20,120,280
77557,6,11,21
74978,0,2,0
8543,24,24,48
68575,0,0,4
27167,0,0,3
27324,70,170,1540
74497,45,24,42
39913,56,40,36
82244,0,2,2
28726,0,0,5
64055,2,0,0
4800,66,144,210
55836,2,2,2
14309,5,15,10
42032,0,6,14
16406,0,1,0
63793,80,80,112
33575,44,40,65
52860,76,274,1622
70191,5,15,23
60476,5,7,33
83730,0,1,4
78303,4,0,3
7006,4,4,10
61201,65,235,1025
12185,10,42,102
62985,24,90,162
18205,2,2,16
3142,4,24,285
32092,0,0,2
76893,24,66,66
27434,1,0,0
58808,2,0,1
28877,108,268,248
37369,4,2,0
28924,9,0,0
65008,6,6,18
26394,170,480,1920
55354,0,0,2
16910,124,410,1369
4806,4,11,43
38626,30,21,42
27499,390,417,668
43166,27,81,135
14455,2,3,19
17480,20,71,115
1430,1,1,9
56272,0,3,3
68242,60,172,540
3136,175,350,1435
44901,6,30,48
79390,81,156,208
27528,18,30,39
25387,0,4,6
8824,1,0,1
80911,32,96,328
11779,3,3,0
68320,1,1,8
